docid	author	authordate	title	latestcomp	hathidate	imprint	gutenstring	enumcron	gbindex	nonficprob	juvenileprob	LOCgenres	LOCsubjects	contents	instances	genre	audience	authgender	multiplehtids	comments	coder	Folder	Trimmed
uc2.ark+=13960=t2z31ns9z	Paine, Albert Bigelow	1861-1937.	The great white way;	1901	1901	New York;J. F. Taylor & Comp	Paine, Albert Bigelow | The great white way;		57527	0.211445253	0.062178031				1	fic		m			wenyi		
uc2.ark+=13960=t55d8qn3j	Habberton, John	1842-1921.	Caleb Wright;	1901	1901	Boston;Lothrop publishing co	Habberton, John | Caleb Wright		43994	0.228590865	0.008233874				2	fic		m			peizhen		
uc2.ark+=13960=t0ms3kf47	Taylor, William Alexander	1837-1912.	Intermere	1901	1902	New York|Arno Press|1971.	Taylor, William Alexander | Intermere		53193	0.508493479	0.000771183		Utopias		1	fic | sf		m			wenyi		
uc2.ark+=13960=t25b09s9q	Lagerl?f, Selma		From a Swedish homestead	1901	1901	New York;Doubleday, Page;191	Lagerl?f, Selma | From a Swedish Homestead		44630	0.193558488	0.02793441		Br?chner, Jessie|Social life and customs|tr		1	fic | folklore | short		f			peizhen	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t0ft8dm7j	Lefevre, Edwin	1871-1943.	Wall street stories	1901	1901	New York;McClure, Phillips &	Lef¨¨vre, Edwin | Wall street stories		54130	0.041075632	0.446607726		Wall Street|United States|Securities industry		2	fic | historical		m			peizhen		
njp.32101073045229	Aicard, Jean	1848-1921.	King of Camargue	1901	1901	Philadelphia;G. Barrie;c1901	Aicard, Jean | King of Camargue		33867	0.238637439	0.069530458				2	fic | historical		m			ted		
uc2.ark+=13960=t39z9257x	Gibbs, George	1870-1942.	In search of Mademoiselle	1901	1901	Philadelphia;H. T. Coates &	Gibbs, George | In Search of Mademoiselle		48336	0.147368414	0.02222538				2	fic | historical		m			peizhen		
uc2.ark+=13960=t44q7rw56	Seawell, Molly Elliot	1860-1916.	Francezka	1902	1902	Indianapolis;The Bowen-Merri	Seawell, Molly Elliot | Francezka		31804	0.118701346	0.152077953				2	fic | historical		f			wenyi	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t5z60ck60	Potter, Margaret Horton	1881-1911.	Istar of Babylon	1902	1902	New York;and London;Harper &	Potter, Margaret Horton | Istar of Babylon		38710	0.208158695	0.093072301				1	fic | historical		f			wenyi	gutenfictiontrimmed	Trimmed
mdp.39015066607519	Serao, Mathilde	1856-1927.	The conquest of Rome	1902	1902	New York and;London;Harper &	Serao, Matilde | The conquest of Rome		46517	0.50081312	0.026590955	Bibliographies			2	fic		f			wenyi	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t6c24sh1s	Brady, Cyrus Townsend	1861-1920.	Woven with the ship	1902	1902	Philadelphia;London;J. B. Li	Brady, Cyrus Townsend | Woven with the Ship		39097	0.126273119	0.080334995		United States|Civil War, 1861-1865|History		2	fic | historical		m			ted		
mdp.39076002198757	Lippmann, Julie Mathilde	-1864	Sweet P's	1902	1902	Philadelphia;Penn Pub. Co.;1	Lippmann, Julie Mathilde | Sweet P's		53663	0.38243935	0.995539007	Juvenile audience	Only child|Juvenile fiction|Girls		1	fic	juv	m			peizhen		
uc2.ark+=13960=t2c824r75	Murray, Charles Theodore	-1843	Mlle. Fouchette;	1902	1902	Philadelphia & London;J. B.	Murray, Charles Theodore | Mlle. Fouchette		30041	0.070880627	0.023755087				2	fic		m			wenyi		
uc1.b3561885	Huneker, James	1857-1921.	Melomaniacs	1902	1902	New York;Scribner;1910.	Huneker, James | Melomaniacs		29751	0.109115055	0.103630965		Musical fiction		1	fic		m			peizhen	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t7fq9rj6k	Page, Thomas Nelson	1853-1922.	A captured Santa Claus	1902	1902		Page, Thomas Nelson | A Captured Santa Claus		33666	0.016188822	0.571422064				2	fic		m			wenyi		
mdp.39015074380141	Castlemon, Harry	1842-1915.	Frank at Don Carlos' rancho	1902	1902	Chicago;M.A. Donohue & co.;1	Castlemon, Harry | Frank at Don Carlos' Rancho		42358	0.039255931	0.959944149	Juvenile audience	Uncles|Ranches|Adventure stories|Description and travel|Conduct of life|Country life|Animals|Juvenile fiction|Children		1	fic	juv	m			ted	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t95718c2t	Banks, Nancy Huston		Oldfield;	1902	1902	New York;The Macmillan compa	Banks, Nancy Huston | Oldfield		35239	0.02549407	0.025173477				2	fic | historical		f			ted		
uc2.ark+=13960=fk3vt1gt0r	Brady, Cyrus Townsend	1861-1920.	Sir Henry Morgan, buccaneer;	1903	1903	New York;G. W. Dillingham Co	Brady, Cyrus Townsend | Sir Henry Morgan, Buccaneer		29316	0.002396786	0.024946012		Buccaneers|1635?-1688|Morgan, Henry|Caribbean Area		1	fic | historical		m			ted		
nyp.33433075867162	Lagerl?f, Selma	1858-1940.	Jerusalem	1903	1903	London;Heinemann;1903.	Lagerl?f, Selma | Jerusalem		43279	0.15809818	0.093344012		Swedish fiction|Translations into English		1	fic | short		f			peizhen		
uc2.ark+=13960=t7wm15j6h	Gibbs, George	1870-1942.	The love of Monsieur	1903	1903	New York;Grosset & Dunlap;c1	Gibbs, George | The Love of Monsieur		51468	0.017835046	0.002150868				1	fic | romance		m			peizhen	gutenfictiontrimmed	Trimmed
nyp.33433075762587	Trent, Hilary		Mr. Claghorn's daughter	1903	1903	New York;J.S. Ogilvie Publis	Trent, Hilary | Mr. Claghorn's Daughter		35436	0.034422058	0.001632971				1	fic		m			peizhen		
uc2.ark+=13960=t3vt1h03p	Kildare, Owen	1864-1911.	My Mamie Rose;	1903	1903	New York;The Baker & Taylor	Kildare, Owen | My Mamie Rose		45684	0.73660715	0.027338297				2	fic | historical		m			peizhen		
uc2.ark+=13960=t6251pd95	Lee, Vernon	1856-1935.	Penelope Brandling	1903	1903	London;T. Fisher Unwin;1903.	Lee, Vernon | Penelope Brandling		37180	0.382287153	0.008328359				1	fic		f			peizhen	gutenfictiontrimmed	Trimmed
mdp.39015063941465	McCutcheon, George Barr	1866-1928.	The Sherrods	1903	1903	New York;Grosset & Dunlap;c1	McCutcheon, George Barr | The Sherrods		35335	0.151564293	0.020479957				1	fic		m			wenyi	gutenfictiontrimmed	Trimmed
wu.89004438867	Lewis, Alfred Henry	1857-1914.	The Black Lion inn	1903	1903	New York;R. H. Russell;1903.	Lewis, Alfred Henry | The Black Lion Inn		55471	0.101886552	0.031201354				1	fic | mystery		m			peizhen	gutenfictiontrimmed	Trimmed
mdp.39015053141621	MacLane, Mary	1881-1929.	My friend Annabel Lee	1903	1903	Chicago;Herbert S. Stone and	MacLane, Mary | My Friend Annabel Lee		43624	0.378352159	0.614608326				2	fic		f			peizhen		
nyp.33433074787809	Lewis, Alfred Henry	1857-1914.	Peggy O'Neal	1903	1903	Philadelphia;D. Biddle;1903	Lewis, Alfred Henry | Peggy O'Neal		53992	0.371038615	0.014707872		Eaton, Margaret L. (O'Neale) Timberlake, 1799?-1879		4	fic | mystery		m			peizhen		
nnc1.cu58320768	Madison, Lucy Foster		A daughter of the Union	1903	1903	Philadelphia;The Penn publis	Madison, Lucy Foster | A Daughter of the Union		32993	0.083509624	0.886673199		History|Civil War, 1861-1865		1	fic | historical		f			peizhen		
uc2.ark+=13960=t07w68h07	Jackson, Charles Ross	1867-1915.	Quintus Oakes	1904	1904	New York;G.W. Dillingham Com	Jackson, Charles Ross | Quintus Oakes		41790	0.254541685	0.023954118				1	fic | mystery		m			peizhen		
uc2.ark+=13960=t55d8s45m	Parker, Frances		Hope Hathaway	1904	1904	Boston, Mass;C.M. Clark Publ	Parker, Frances | Hope Hathaway		36629	0.061545406	0.605676822				1	fic		f			wenyi		
uc2.ark+=13960=t13n20p1r	Merwin, Samuel	1874-1936.	The Merry Anne	1904	1904	New York;The Macmillan compa	Merwin, Samuel | The Merry Anne		51916	0.045272491	0.009363189				3	fic		m			wenyi		
uc2.ark+=13960=t7mp4xd46	Standish, Burt L	1866-1945.	Frank Merriwell's champions	1904	1904	Philadelphia;David McKay;c19	Standish, Burt L. | Frank Merriwell's Champions		42049	0.277385399	0.525358075				2	fic	juv	m			wenyi		
uc2.ark+=13960=t3707wz36	Barbour, Ralph Henry	1870-1944.	Kitty of the roses	1904	1904	Philadelphia;J.B. Lippincott	Barbour, Ralph Henry | Kitty of the Roses		56652	0.021392398	0.17521556				2	fic | romance		m			ted		
nc01.ark+=13960=t9r222068	Rankin, Carroll Watson	b. 1870.	Dandelion cottage	1904	1904	New York;Holt;c1904	Rankin, Carroll Watson | Dandelion Cottage		37871	0.047452055	0.875152457		Michigan|Marquette|Teenage girls		1	fic	juv	f			wenyi		
uc2.ark+=13960=t12n5111g	Barr, Robert	1850-1912.	A Chicago princess	1904	1904	New York;Grosset & Dunlap;19	Barr, Robert | A Chicago Princess		52363	0.063020681	0.013846442	Historical fiction			1	fic		m			ted		
uc2.ark+=13960=t59c6sr7s	Barbour, Ralph Henry	1870-1944.	The arrival of Jimpson	1904	1904	New York;D. Appleton and com	Barbour, Ralph Henry | The Arrival of Jimpson		45689	0.090363472	0.694665343				1	fic	juv	m			ted		
inu.30000117931562	Roberts, Morley	1857-1942.	Lady Penelope	1904	1905	Boston;Page;1905, c1904.	Roberts, Morley | Lady Penelope		45648	0.045667231	0.009514625				1	fic		m			wenyi		
nnc1.1002152240	Carryl, Guy Wetmore	1873-1904.	The transgression of Andrew Vane, a novel	1904	1904	New York;H. Holt and company	Carryl, Guy Wetmore | The Transgression of Andrew Vane		38020	0.092389222	0.007765663			Revised fourth printing.	1	fic		m			ted	gutenfictiontrimmed	Trimmed
uva.x004604809	Coolidge, Susan	1835-1905.	The New-Year's bargain	1905	1905	Boston;Little, Brown & co.;1	Coolidge, Susan | The New-Year's Bargain		58762	0.145249564	0.98406018	Juvenile audience			1	fic	juv	f			ted		
uc2.ark+=13960=t24b2xs5p	Strang, Herbert		The adventures of Harry Rochester	1905	1905	New York;Putnam's;1905.	Strang, Herbert | The Adventures of Harry Rochester		44362	0.23381833	0.019476792				1	fic | historical		m			wenyi		
uc2.ark+=13960=t9668b32p	Nason, Frank Lewis	1856-1928.	The vision of Elijah Berl	1905	1905	Boston;Little, Brown;1905.	Nason, Frank Lewis | The Vision of Elijah Berl		32107	0.011291455	0.004515811				2	fic		m			wenyi		
uc2.ark+=13960=t2f767525	Harris, Joel Chandler	1848-1908.	Told by Uncle Remus;	1905	1905	New York;McKinlay, Stone & M	Harris, Joel Chandler | Told by Uncle Remus		55676	0.084765326	0.007635991		Folklore|United States|Southern States|African Americans|Tales		1	fic | folklore | short		m			peizhen		
uc2.ark+=13960=t9m32rz66	Deledda, Grazia	1871-1936.	After the divorce	1905	1905	New York;H. Holt and company	Deledda, Grazia | After the Divorce		39834	0.072018499	0.011480372				1	fic | romance		f			morgan		
uc2.ark+=13960=t3cz33w2p	Coolidge, Asenath Carver		The Independence Day horror at Killsbury	1905	1905	Watertown, N.Y.;Hungerford-H	Coolidge, Asenath Carver | The Independence Day Horror at Killsbury		39479	0.213342462	0.944674685				1	fic		m			ted		
uc2.ark+=13960=t1vd6r264	Allen, Willis Boyd	1855-1938.	The north Pacific	1905	1905	New York;E.P. Dutton & Compa	Allen, Willis Boyd | The North Pacific		45413	0.33480268	0.039294986		Russo-Japanese War, 1904-1905		1	fic		m			ted		
uc2.ark+=13960=t0zp3ww1d	Cahan, Abraham	1860-1951.	The white terror and the red;	1905	1905	New York;A. S. Barnes & Comp	Cahan, Abraham | The white terror and the red		39166	0.063843364	0.006846904		History|Alexander II, 1855-1881|Russia		2	fic | historical		m			ted		
hvd.hn1svx	Dodge, Mary Mapes	1830-1905.	Hans Brinker;	1905	1869	New York;Scribner;1915.	Dodge, Mary Mapes | Hans Brinker		34378	0.224255149	0.870957484				2	fic	juv	f			morgan		
mdp.39015039619617	Sidney, Margaret	1844-1924.	Ben Pepper	1905	1905	Boston;Lothrop publishing co	Sidney, Margaret | Ben Pepper		35178	0.071058614	0.836497703	Juvenile audience			1	fic	juv	f			wenyi		
njp.32101066459387	Glyn, Elinor	1864-1943.	The vicissitudes of Evangeline; a novel	1905	1905	New York, London;Harper & Br	Glyn, Elinor | The Vicissitudes of Evangeline		51644	0.107185363	0.085570784				1	fic | romance		f			peizhen	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t5p844k98	Bangs, John Kendrick	1862-1922.	Mrs. Raffles;	1905	1905	New York;Harper & brothers;1	Bangs, John Kendrick | Mrs. Raffles		30853	0.195415127	0.048510115				1	fic | mystery		m			ted		
nyp.33433074932322	Barr, Robert	1850-1912.	The speculations of John Steele	1905	1905	New York;F. A. Stokes compan	Barr, Robert | The Speculations of John Steele		55328	0.119993503	0.008495098				2	fic		m			ted	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t4hm54f1m	Taylor, Mary Imlay	1878-1938.	My Lady Clancarty;	1905	1905	Boston;Little, Brown;1905.	Taylor, Mary Imlay | My Lady Clancarty		55706	0.056040758	0.012913681				1	fic | historical		f			wenyi		
uc2.ark+=13960=t4sj1b51s	Holley, Marietta	1836-1926.	Around the world with Josiah Allen's wife	1905	1905	New York;G.W. Dillingham com	Holley, Marietta | Around the World with Josiah Allen's Wife		30190	0.580538958	0.066869889				1	fic		f			peizhen		
uiuo.ark+=13960=t7pn91s13	Deledda, Grazia	1871-1936.	Nostalgia	1905	1905	London;Chapman and Hall;1905	Deledda, Grazia | Nostalgia		53905	0.083709082	0.006244076				1	fic		f			morgan	gutenfictiontrimmed	Trimmed
mdp.39015031304903	Symons, Arthur	1865-1945.	Spiritual adventures	1905	1905	Lond.;A. Constable & co., lt	Symons, Arthur | Spiritual Adventures		38893	0.198367209	0.007773849			A prelude to life.-Esther Kahn.-Christian Trevalga.-The childhood of Lucy Newcome.-The death of Peter Waydelin.-An autumn city.-Seward Lackland.--Extracts from the journal of Henry Luxulyan.	1	fic | short		m			wenyi		
nyp.33433075765622	Tracy, Louis	1863-1928.	The Great Mogul	1905	1905	New York;E. J. Clode;1905.	Tracy, Louis | The Great Mogul		34134	0.028266697	0.183741592				2	fic		m			peizhen		
uc2.ark+=13960=t8w953c07	Kemp, Matthew Stanley		Ande Trembath	1905	1905	Boston;C.M. Clark Publishing	Kemp, Matthew Stanley | Ande Trembath		39606	0.488693403	0.16281158				1	fic | historical		m			peizhen		
uc2.ark+=13960=t4vh5f73p	Kester, Vaughan	1869-1911.	The fortunes of the Landrays	1905	1905	New York;Syndicate Publishin	Kester, Vaughn | The Fortune of the Landrays		52560	0.045389078	0.00441628				1	fic		m			peizhen		
uc2.ark+=13960=t50g3j78r	Lane, Elinor Macartney	d. 1909.	Nancy Stair	1905	1905	New York;D. Appleton;1904, t	Lane, Elinor Macartney | Nancy Stair		28366	0.018938244	0.013608503				2	fic		f			peizhen	gutenfictiontrimmed	Trimmed
nyp.33433076024912	MacGrath, Harold	1871-1932.	Enchantment	1905	1905	Indanapolis;Bobbs-Merrill Co	MacGrath, Harold | Enchantment		55162	0.127446219	0.022441665			A night's enchantment -- The blind madonna -- No Cinderella -- Two candidates -- The enchanted hat.	2	fic | short		m			peizhen		
uc2.ark+=13960=t20c51j32	Butler, Ellis Parker	1869-1937.	Perkins of Portland	1906	1906	Boston;H.B. Turner & co.;190	Butler, Ellis Parker | Perkins of Portland		44151	0.467169717	0.525358822				2	fic | short		m			ted		
coo.31924064977014	Hope, Anthony	1863-1933.	Sophy of Kravonia	1906	1906	Leipzig;Tauchnitz;1906.	Hope, Anthony | Sophy of Kravonia	v.2	40414	0.076740283	0.001551213			Copyright ed.	1	fic		m			peizhen		
uc2.ark+=13960=t6m048z3v	Middleton, Thomas		Legends of Longdendale;	1906	1906	Hyde;Clarendon Press;1906.	Middleton, Thomas | Legends of Longdendale		41108	0.353878249	0.053268088		Folklore|England|Cheshire		1	fic | folklore | short		m			wenyi		
nyp.33433076045842	Mills, Weymer Jay	1880-1938.	The ghosts of their ancestors	1906	1906	New York;Fox, Duffield & Co.	Mills, Weymer Jay | The ghosts of their ancestors		36991	0.159042315	0.122989937				2	fic | historical		m			wenyi		
nyp.33433075741185	Phillpotts, Eden	1862-1960.	The American prisoner	1906	1906	London;Methuen & Co.;1906.	Phillpotts, Eden | The American Prisoner		58232	0.068901184	0.005639607		English fiction	4. ed.	1	fic		m			wenyi		
uc2.ark+=13960=t7rn32903	Gilson, Roy Rolfe	1875-1933.	Miss Primrose	1906	1906	New York ; London;Harper & b	Gilson, Roy Rolfe | Miss Primrose		40735	0.141554399	0.803563815				2	fic	juv	m			peizhen		
uc1.b4088057	Duncan, Norman	1871-1916.	The adventures of Billy Topsail : a story for boys	1906	1906	New York;Chicago [etc.;F. H.	Duncan, Norman | The Adventures of Billy Topsail		44037	0.052833001	0.22297404	Juvenile audience	Social life and customs		2	fic	juv	m			morgan		
uc1.b3727822	Ryan, Marah Ellis	1866-1934.	For the soul of Rafael	1906	1906	Chicago;A.C. McClurg & Co.;1	Ryan, Marah Ellis | For the Soul of Rafael		39995	0.078925627	0.001305246	History	History|1850-1950|California		1	fic | historical		f			wenyi		
uc1.32106001615688	Peretz, Isaac Leib	1851 or 1852-1915.	Stories and pictures	1906	1906	Philadelphia;The Jewish publ	Peretz, Isaac Loeb | Stories and Pictures		37242	0.44362839	0.007883917		Jews|Russia		1	fic | short		m			wenyi		
nc01.ark+=13960=t8rb8604q	Stratemeyer, Edward	1862-1930.	Dave Porter in the South seas	1906	1906	Boston;Lothrop, Lee & Shepar	Stratemeyer, Edward | Dave Porter in the South Seas		34347	0.138278354	0.980088057				2	fic	juv	m			wenyi		
nyp.33433082357959	Hough, Emerson	1857-1923.	The king of Gee-Whiz	1906	1906	Indianapolis;Bobbs-Merrill;c	Hough, Emerson | The King of Gee-Whiz		41361	0.453435569	0.996589562	Juvenile audience			1	fic	juv	m			peizhen		
mdp.39015013735850	Sinclair, May		Audrey Craven;	1906	1906	New York;H. Holt and company	Sinclair, May | Audrey Craven		29766	0.103024046	0.011179757			Author's edition.	1	fic		f			wenyi		
nyp.33433076072424	Johnson, Owen	1878-1952.	Max Fargus	1906	1906	New York;The Baker & Taylor	Johnson, Owen | Max Fargus		46358	0.0731177	0.01044054				2	fic | mystery		m			peizhen		
uc2.ark+=13960=t0rr1qt6x	James, George Wharton	1858-1923.	The story of Scraggles	1906	1906	Boston;Little, Brown, and co	James, George Wharton | The Story of Scraggles		42285	0.348072713	0.892262136		Song sparrow		2	fic		m			peizhen		
miun.acr6473.0001.001	Hopper, James	1876-1956.	Caybigan	1906	1906	New York;McClure, Phillips &	Hopper, James | Caybigan		37250				Philippines|Adventure stories, American|Americans|20th century		2	fic		m			peizhen		
uc2.ark+=13960=t5j96252j	Gates, Eleanor	1875-1951.	Alec Lloyd, cowpuncher	1907	1907	New York;Grosset & Dunlap;19	Gates, Eleanor | Alec Lloyd, Cowpuncher		33884	0.374279827	0.143143814				1	fic		f			peizhen		
uc2.ark+=13960=t4th8d555	Duncan, Norman	1871-1916.	The cruise of the Shining Light	1907	1907	Toronto;H. Frowde;1907.	Duncan, Norman | The Cruise of the Shining Light		29696	0.103676522	0.002611895				1	fic	juv	m			morgan		
nyp.33433074877501	Lowndes, Marie Belloc	1868-1947.	Barbara Rebell	1907	1907	New York;B. W. Dodge;1907.	Lowndes, Marie Belloc | Barbara Rebell		42462	0.054871887	0.004140401				2	fic		f			peizhen		
uc1.b4087792	Pyle, Howard	1853-1911.	The story of Sir Launcelot and his companions	1907	1907	New York;C. Scribner's sons;	Pyle, Howard | The Story of Sir Launcelot and His Companions		33702	0.051255413	0.970667812	Juvenile audience	Arthurian romances|Romances|Arthur|Lancelot (Legendary character)|King		3	fic | folklore | short		m			wenyi		
uva.x030796769	Barbour, Ralph Henry	1870-1944.	Tom, Dick, and Harriet	1907	1907	New York;The Century co.;191	Barbour, Ralph Henry | Tom, Dick and Harriet		54747	0.332369527	0.954298591	Juvenile audience			1	fic	juv	m			ted		
uc2.ark+=13960=t00001m7n	Bowen, Marjorie	1888-1952.	The Master of Stair	1907	1907	New York;McClure, Phillips &	Bowen, Marjorie | The Master of Stair		49979	0.022816997	0.012579579		1st earl of|1648-1707|Scotland|Stair, John Dalrymple|History|1689-1745		1	fic | historical		f			ted	gutenfictiontrimmed	Trimmed
nyp.33433076048002	Rives, Hallie Erminie	1876-1956.	Satan Sanderson	1907	1907	Indianapolis;The Bobbs-Merri	Rives, Hallie Erminie | Satan Sanderson		39689	0.022677688	0.0289674				2	fic		f			wenyi		
uc2.ark+=13960=t1hh6ds1x	Strang, Herbert		Jack Hardy;	1907	1907	Indianapolis;The Bobbs-Merri	Strang, Herbert | Jack Hardy		43334	0.094496634	0.063864663				1	fic | historical		m			wenyi		
nyp.33433068184583	Lang, Andrew	1844-1912.	Tales of Troy and Greece	1907	1907	New York [etc.;Longmans, Gre	Lang, Andrew | Tales of Troy and Greece		32326	0.270564941	0.325961763	Juvenile audience		Ulysses the sacker of cities.--The wanderings of Ulysses.--Meleager.--Theseus.--Perseus.	1	fic | folklore | short	juv	m			peizhen		
nyp.33433076094170	Haines, Alice Calhoun		The luck of the Dudley Grahams : as related in extracts from Elizabeth Graham's diary	1907	1907	New York;Henry Holt and Comp	Haines, Alice Calhoun | The Luck of the Dudley Grahams		57301	0.178173358	0.639121579		American fiction		1	fic		f			peizhen		
uc2.ark+=13960=t1kh0gn38	Maclaren, Ian	1850-1907.	Graham of Claverhouse	1907	1907	London;J. Murray;1908, c1907	Maclaren, Ian | Graham of Claverhouse		30022	0.131573215	0.006890031		Graham, John|Viscount Dundee|1648-1689		1	fic | historical		m			peizhen		
nyp.33433067283295	James, Henry	1843-1916.	Lady Barbarin	1907	1907	New York;C. Scribner's Sons;	James, Henry | Lady Barbarina	v. 14	37627	0.275306134	0.030574423	Bookplates (Provenance)|Presentation inscriptions (Provenance)|Ink stamps (Provenance)|NN-BGC		CONTENTS. - v. 1. Roderick Hudson. - v. 2. The American. - v. 3-4. The portrait of a lady. - v. 5-6. The Princess Casamassima. - v. 7-8. The tragic muse. - v. 9. The awkward age. - v. 10. The spoils of Poynton. A London life. The chaperon. - v. 11. What Maisie knew. In the cage. The pupil. - v. 12. The Aspern papers. The turn of the screw. The liar. The two faces. - v. 13. The reverberator. Madame de Mauves. A passionate pilgrim. The Madonna of the future. Louisa Pallant. - v. 14. Lady Barbarin	1	fic | short		m			peizhen		
uc2.ark+=13960=t58c9zj4j	Braden, James A		The trail of the Seneca	1907	1907	New York;Akron, O. [etc.;The	Braden, James A. | The Trail of the Seneca		42032	0.188330226	0.453063017				1	fic | historical		m			ted		
uc2.ark+=13960=t1bk16v3j	Gallizier, Nathan	1866-1927.	The sorceress of Rome	1907	1907	Boston;L.C. Page;1907	Gallizier, Nathan | The Sorceress of Rome		43938	0.017042733	0.036939237		Otto|Rome (Italy)|Emperor of Germany|History|III|980-1002		1	fic | historical		m			peizhen		
uc2.ark+=13960=t3610zr3q	Goodkind, Ben		An American hobo in Europe	1907	1907	San Francisco;Press of the C	Goodkind, Ben | An American Hobo in Europe		45306	0.904277544	0.077296742		San Francisco (Calif.)|Description and travel		1	fic		m			peizhen		
nyp.33433074920913	Baird, Frank		Roger Davis, Loyalist	1907	1907	London;The Religious Tract S	Baird, Frank | Roger Davis, Loyalist		34824	0.260816695	0.125745744				1	fic | historical		m			ted		
hvd.32044074327941	Hope, Anthony	1863-1933.	Tales of two people	1907	1907	London, Methuen	Hope, Anthony | Tales of two people	v.2	49630	0.05347188	0.018100969			Copyright ed.	1	fic		m			peizhen	gutenfictiontrimmed	Trimmed
dul1.ark+=13960=t8bg2zt1h	Bangs, John Kendrick	1862-1922.	Alice in Blunderland	1907	1907	New York;Doubleday, Page & c	Bangs, John Kendrick | Alice in Blunderland		28069	0.727840849	0.653187348				3	fic		m			ted		
nyp.33433076058746	Train, Arthur Cheney	1875-1945.	Mortmain	1907	1907	New York;D. Appleton and Co.	Train, Arthur Cheney | Mortmain		37346	0.10938762	0.014898084				1	fic | mystery		m			peizhen		
mdp.39015024198700	Nicholson, Meredith	1866-1947.	Rosalind at Red Gate	1907	1907	Indianapolis;The Bobbs-Merri	Nicholson, Meredith | Rosalind at Red Gate		34512	0.087521123	0.059494596				3	fic		m			wenyi		
nyp.33433074835541	Bennet, Robert Ames	1870-1954.	Into the primitive	1908	1908	Chicago;A. C. McClurg & Co.;	Bennet, Robert Ames | Into the Primitive		33903	0.154508329	0.272297525				2	fic		m			ted		
uc2.ark+=13960=t2b85579n	Scott, John Reed	-1869	The Princess Dehra	1908	1908	Philadelphia;London;J.B. Lip	Scott, John Reed | The Princess Dehra		40034	0.044275162	0.254502379				1	fic		m			wenyi		
nyp.33433074808704	Brown, Alice	1857-1948.	Rose MacLeod	1908	1908	New York;Grosset & Dunlap;19	Brown, Alice | Rose MacLeod		32115	0.036919016	0.012972565		American fiction		1	fic		f			ted		
uc2.ark+=13960=t3cz33x05	Ker, David		Under the flag of France	1908	1908	London;Blackie and Son;1908.	Ker, David | Under the Flag of France		46855	0.154900297	0.073442143				1	fic | historical		m			peizhen		
uc2.ark+=13960=t5bc3tf7b	Major, Charles	1856-1913.	The bears of Blue River	1908	1908	New York;Macmillan;1908.	Major, Charles | The Bears of Blue River		54915	0.018787801	0.999977658				1	fic		m			peizhen		
uc2.ark+=13960=t2v40x972	Moore, Frank Frankfort,		A Georgian pageant	1908		London;Hutchinson & Co.;1908	Moore, Frank Frankfort | A Georgian Pageant	<blank>	51964							fic | historical		m			morgan	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t46q1vw5s	Hall, H. R		Days before history;	1908	1908	London;G.G. Harrap;1908	Hall, H. R. | Days before history		49304	0.761199788	0.999503358				1	fic		m			peizhen		
uc2.ark+=13960=t6d21s017	Habberton, John	1842-1921.	Budge & Toddie;	1908	1908	New York;Grosset and Dunlap;	Habberton, John | Budge & Toddie		52298	0.104938679	0.426073851				1	fic	juv	m			peizhen		
nyp.33433074867304	Jacob, Violet	1863-1946.	Irresolute Catherine	1908	1908	London;John Murray;1908;(Lon	Jacob, Violet | Irresolute Catherine		57503	0.039975338	0.010941628		English fiction		1	fic		f			peizhen		
mdp.39015063959905	Sedgwick, Anne Douglas	1873-1935.	Amabel Channice	1908	1908	London;E. Arnold;1908.	Sedgwick, Anne Douglas | Amabel Channice		28631	0.016891997	0.006976008		English fiction		1	fic		f			wenyi		
coo.31924013480581	Hope, Anthony	1863-1933.	The great Miss Driver	1908	1908	Leipzig;Tauchnitz;1908.	Hope, Anthony | The Great Miss Driver	v.1	33293	0.054538995	0.001919915			Copyright ed.	1	fic		m			peizhen		
nyp.33433074939517	Bindloss, Harold	1866-1945.	For Jacinta	1908	1908	New York;F. A. Stokes Compan	Bindloss, Harold | For Jacinta		38670	0.033674151	0.006405661				1	fic		m			ted		
uc2.ark+=13960=t6348h09b	Durham, Robert Lee	-1870	The call of the South	1908	1908	L.C. Page & company;1908.	Durham, Robert Lee | The Call of the South		45206	0.114506749	0.007834661		Miscegenation		1	fic		m		some of these books are so, so awful!	morgan	gutenfictiontrimmed	Trimmed
uc1.31158010724424	London, Jack	1876-1916.	Martin Eden	1908	1908	New York;Macmillan;1908.	London, Jack | Martin Eden		47155	0.204549363	0.00077661	Bibliographies	Working class|Young men|Authors		2	fic | mystery		m			peizhen		
uc2.ark+=13960=t6251h988	Gates, Susa Young		John Stevens' courtship	1909	1909	Salt Lake City;Deseret News;	Gates, Susa Young | John Stevens' Courtship		50312	0.155613503	0.140048396				1	fic		f			peizhen		
nyp.33433076064223	Hopper, James	1876-1956.	The trimming of Goosie	1909	1909	New York;Moffat, Yard and Co	Hopper, James | The Trimming of Goosie		29319	0.339564104	0.082368554				1	fic		m			peizhen		
